created_date,created_time,text,replies,retweets,favorites
02/19/17,9:57:00 PM,My statement as to what's happening in Sweden was in reference to a story that was broadcast on @FoxNews concerning immigrants &amp; Sweden.,76942,25955,110455
02/18/17,1:51:00 PM,"Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A lot to talk about!",33143,15083,98005
02/18/17,1:31:00 PM,Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.,63325,38758,183791
02/18/17,12:02:00 AM,Looking forward to the Florida rally tomorrow. Big crowd expected!,30611,14014,97723
02/17/17,11:15:00 PM,"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest",41835,21544,118708
02/17/17,9:48:00 PM,"The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People!",76940,52549,160423
02/17/17,1:16:00 PM,"General Keith Kellogg, who I have known for a long time, is very much in play for NSA - as are three others.",11089,10854,68687
02/17/17,11:43:00 AM,Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,44900,26097,148875
02/17/17,11:38:00 AM,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.",7714,14218,97828
02/17/17,10:13:00 AM,"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!",12192,17119,101640
02/16/17,11:44:00 PM,'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh,19885,18567,92414
02/16/17,2:39:00 PM,"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!",60026,26811,119570
02/16/17,2:10:00 PM,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",26917,19653,97741
02/16/17,12:02:00 PM,The spotlight has finally been put on the low-life leakers! They will be caught!,40159,25001,124517
02/16/17,11:58:00 AM,"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!",23340,17121,88583
02/16/17,11:34:00 AM,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,17198,23406,126171
02/15/17,11:59:00 PM,"Venezuela should allow Leopoldo Lopez, a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) out of prison immediately. https://t.co/bt8Xhdo7al",16438,53563,108940
02/15/17,4:34:00 PM,Great listening session with CEO's of the Retail Industry Leaders Association this morning! https://t.co/sy6xJcWfcF,8632,10603,65220
02/15/17,1:13:00 PM,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",58852,31539,126738
02/15/17,12:42:00 PM,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,31730,25075,99290
02/15/17,12:28:00 PM,"Thank you to Eli Lake of The Bloomberg View - ""The NSA &amp; FBI...should not interfere in our politics...and is"" Very serious situation for USA",17778,16179,76631
02/15/17,12:19:00 PM,Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,28388,20915,79171
02/15/17,12:08:00 PM,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,47405,27216,116218
02/15/17,11:40:00 AM,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!,36629,25547,102950
02/14/17,8:21:00 PM,Great parent-teacher listening session this morning with @VP Pence &amp; @usedgov Secretary @BetsyDeVos. Watch: https://t.co/uPAvqmUmat https://t.co/QJnq4SSXlq,8956,11270,58237
02/14/17,2:28:00 PM,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,83881,26336,109860
02/14/17,3:30:00 AM,Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect our country! https://t.co/Mit3wx3yae,10922,16115,89787
02/14/17,2:57:00 AM,Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK,7516,10831,63147
02/13/17,6:50:00 PM,Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's &amp; business women from Canada_   _  _and the United States_   _    https://t.co/Rxr31QpxMK,12395,15310,84359
02/13/17,4:59:00 PM,Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri,8666,13325,83760
02/13/17,3:53:00 PM,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP,10973,11681,73505
02/12/17,10:19:00 PM,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,61651,25278,139494
02/12/17,3:41:00 PM,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,27271,16019,101673
02/12/17,1:23:00 PM,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,34236,15160,81045
02/12/17,1:04:00 PM,"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",8138,13000,81614
02/12/17,12:14:00 PM,"While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!",18517,24655,111307
02/12/17,11:55:00 AM,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA &amp; YEMEN",19217,22321,79333
02/12/17,11:34:00 AM,"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers &amp; others are being removed!",26641,29104,146509
02/12/17,5:02:00 AM,#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. https://t.co/qEC87FKB1D,6106,14483,61303
02/12/17,3:23:00 AM,RT @Scavino45: LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/c3Fe5cUaaS,1127,4772,25146
02/11/17,11:24:00 PM,"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",15338,13707,96355
02/11/17,11:15:00 PM,"Played golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!",7985,13164,82973
02/11/17,11:00:00 PM,"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!",39255,28148,205125
02/11/17,1:33:00 PM,"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!",15346,16677,118621
02/11/17,1:24:00 PM,"...design or negotiations yet. When I do, just like with the F-35 FighterJet or the Air Force One Program, price will come WAY DOWN!",15818,12776,82654
02/11/17,1:18:00 PM,"I am reading that the great border WALL will cost more than the government originally thought, but I have not gotten involved in the.....",15557,13883,76018
02/11/17,12:12:00 PM,"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT)  SO DANGEROUS!",32210,22855,99748
02/10/17,11:24:00 PM,Heading to Joint Base Andrews on #MarineOne with Prime Minister Shinz   earlier today. https://t.co/4JFhyYdeHO,16568,39580,157908
02/10/17,1:35:00 PM,"The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday!",28629,23487,105476
02/10/17,1:15:00 PM,"LAWFARE: ""Remarkably, in the entire opinion, the panel did not bother even to cite this (the) statute."" A disgraceful decision!",23422,17395,88024
2/9/2017  1,1:35:00 PM,"SEE YOU IN COURT, THE SECURITY OF OUR NATION IS AT STAKE!",142859,66551,234302
2/9/2017  1,:52:00 PM,"..Ryan died on a winning mission ( according to General Mattis), not a ""failure."" Time for the U.S. to get smart and start winning again!",25888,14766,90044
2/9/2017  1,:31:00 PM,"...long he doesn't know how to win anymore, just look at the mess our country is in - bogged down in conflict all over the place. Our hero..",13336,11685,67024
2/9/2017  1,:26:00 PM,Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....,22561,15662,84630
2/9/2017  1,:19:00 PM,"Chris Cuomo, in his interview with Sen. Blumenthal, never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!",19548,14773,72701
2/9/2017  1,1:57:00 AM,"Sen.Richard Blumenthal, who never fought in Vietnam when he said for years he had (major lie),now misrepresents what Judge Gorsuch told him?",27156,19182,83467
2/9/2017  1,:05:00 AM,"Congratulations to our new Attorney General, @SenatorSessions! https://t.co/e0buP1K83z",25817,32223,161284
2/8/2017  7,:39:00 PM,'Immigration Ban Is One Of Trump's Most Popular Orders So Far' https://t.co/wAelwuQ4BE,33391,30200,121332
2/8/2017  7,:22:00 PM,"Thank you Brian Krzanich, CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS! #AmericaFirst_   _    https://t.co/76lAiSSQ1l",7771,21834,96533
2/8/2017  5,:41:00 PM,"Big increase in traffic into our country from certain areas, while our people are far more vulnerable, as we wait for what should be EASY D!",26501,17351,87365
2/8/2017  3,:54:00 PM,'16 Fake News Stories Reporters Have Run Since Trump Won' https://t.co/0dHld5kiVc,15289,18883,63196
2/8/2017  3,:51:00 PM,My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible!,95056,26899,140752
2/8/2017  3,:23:00 PM,Thank you to our great Police Chiefs &amp; Sheriffs for your leadership &amp; service. You have a true friend in the @WhiteHouse. We support you! https://t.co/niwuK5rgXR,5599,16048,89064
2/8/2017  1,:04:00 PM,"I will be speaking at 9:00 A.M. today to Police Chiefs and Sheriffs and will be discussing the horrible, dangerous and wrong decision.......",15019,10692,74009
2/8/2017  1,2:03:00 PM,"If the U.S. does not win this case as it so obviously should, we can never have the security and safety to which we are entitled. Politics!",29729,22090,113564
2/8/2017  1,:04:00 AM,"It is a disgrace that my full Cabinet is still not in place, the longest such delay in the history of our country. Obstruction by Democrats!",73085,36027,155171
2/7/2017  4,:25:00 PM,An honor having the National Sheriffs' Assoc. join me at the @WhiteHouse. Incredible men &amp; women who protect &amp; serve 24/7/365. THANK YOU!! https://t.co/9EMTnH0OrF,11456,18251,106976
2/7/2017  1,2:11:00 PM,"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1 in terror, no problem!",55450,49986,185898
2/7/2017  2,:49:00 AM,"The threat from radical Islamic terrorism is very real, just look at what is happening in Europe and the Middle-East. Courts must act fast!",37345,32154,143747
2/7/2017  2,:33:00 AM,The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,22344,16249,90607
2/6/2017  1,1:33:00 PM,An extended interview from the Super Bowl with @oreillyfactor airs tonight at 8:00 P.M. Enjoy! https://t.co/kZdHqaNTVR,10179,8003,52880
2/6/2017  4,:32:00 PM,"The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years, and now are making up stories &amp; sources!",36104,19082,95274
2/6/2017  1,2:07:00 PM,"I call my own shots, largely based on an accumulation of data, and everyone knows it. Some FAKE NEWS media, in order to marginalize, lies!",57373,23767,123683
2/6/2017  1,2:01:00 PM,"Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.",62329,35902,159749
2/6/2017  3,:36:00 AM,"What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow!",20233,71929,264242
2/5/2017  1,12:49:00 PM,Enjoy the #SuperBowl and then we continue: MAKE AMERICA GREAT AGAIN!,23540,36092,182892
2/5/2017  8,:42:00 PM,I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!,35305,28226,145158
2/5/2017  8,:39:00 PM,Just cannot  believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!,48086,28783,136382
2/5/2017  1,2:48:00 AM,The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!,49214,27782,127786
2/5/2017  1,2:34:00 AM,Interview with @oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,13969,11258,69970
2/4/2017  1,1:37:00 PM,"Why aren't the lawyers looking at and using the Federal Court decision in Boston, which is at conflict with ridiculous lift ban decision?",22477,17689,96200
2/4/2017  9,:44:00 PM,"Because the ban was lifted by a judge, many very bad and dangerous people may be pouring into our country. A terrible decision",50834,29146,135106
2/4/2017  8,:44:00 PM,"What is our country coming to when a judge can halt a Homeland Security travel ban and anyone, even with bad intentions, can come into U.S.?",63530,32955,146875
2/4/2017  2,:26:00 PM,MAKE AMERICA GREAT AGAIN!,55427,65103,252652
2/4/2017  1,:39:00 PM,"After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS @nytimes is still lost!",24690,17284,101337
2/4/2017  1,:12:00 PM,"The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned!",69710,33196,157246
2/4/2017  1,:06:00 PM,Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death &amp; destruction!,23598,27986,138073
2/4/2017  1,2:59:00 PM,"When a country is no longer able to say who can, and who cannot , come in &amp; out, especially for reasons of safety &amp;.security - big trouble!",29087,37629,173236
2/4/2017  3,:07:00 AM,Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!,19677,26795,152868
2/3/2017  1,1:08:00 PM,"We must keep ""evil"" out of our country!",82000,44340,202459
2/3/2017  1,2:51:00 PM,A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.,43098,41082,161774
2/3/2017  1,1:48:00 AM,"Professional anarchists, thugs and paid protesters are proving the point of the millions of people who voted to MAKE AMERICA GREAT AGAIN!",41963,42220,170105
2/3/2017  1,1:41:00 AM,"Meeting with biggest business leaders this morning. Good jobs are coming back to U.S., health care and tax bills are being crafted NOW!",11844,19108,124373
2/3/2017  1,1:34:00 AM,Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!,13724,32395,147256
2/3/2017  1,1:28:00 AM,"Iran is playing with fire - they don't appreciate how ""kind"" President Obama was to them. Not me!",22935,63576,170163
2/3/2017  1,1:24:00 AM,"Yes, Arnold Schwarzenegger did a really bad job as Governor of California and even worse on the Apprentice...but at least he tried hard!",27316,23150,115572
2/2/2017  5,:29:00 PM,"Thank you, @Samsung! We would love to have you! https://t.co/r5nxC9oOA4",11854,25904,124054
2/2/2017  1,1:39:00 AM,Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion,20342,23976,96177
2/2/2017  1,1:34:00 AM,Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them!,15024,39433,119143
2/2/2017  1,1:25:00 AM,Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!,11046,16572,122360
2/2/2017  1,1:18:00 AM,Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star!,8569,15746,113672
2/2/2017  1,1:13:00 AM,If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?,41820,63611,215448
2/2/2017  3,:55:00 AM,Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!,56126,36987,149961
2/2/2017  3,:06:00 AM,Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!,17250,20689,92337
2/1/2017  1,2:50:00 PM,"Everybody is arguing whether or not it is a BAN. Call it what you want, it is about keeping bad people (with bad intentions) out of country!",57900,59948,249421
2/1/2017  3,:45:00 AM,"Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man, respected by all.",39936,33880,248163
2/1/2017  1,2:31:00 AM,Getting ready to deliver a VERY IMPORTANT DECISION!  8:00 P.M.,19817,16221,101885
01/31/17,11:27:00 AM,When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!,55695,38440,177046
01/31/17,11:21:00 AM,Nancy Pelosi and Fake Tears Chuck Schumer held a rally  at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!,39312,30733,150413
01/31/17,12:45:00 AM,The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.,59148,27602,125721
01/30/17,9:07:00 PM,"The American dream is back. We _re going to create an environment for small business like we haven _t had in many, many decades! https://t.co/ZuJNaN6z8b",28050,34231,174843
01/30/17,2:23:00 PM,Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?,40344,32257,161268
01/30/17,1:43:00 PM,I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.),20078,24713,125531
01/30/17,1:31:00 PM,"If the ban were announced with a one week notice, the ""bad"" would rush into our country during that week. A lot of bad ""dudes"" out there!",48711,35094,169612
01/30/17,12:27:00 PM,There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!,31092,34623,171126
01/30/17,12:20:00 PM,protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!,22772,23763,132300
01/30/17,12:16:00 PM,"Only 109 people out of 325,000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage,.....",26106,30901,130113
01/29/17,11:39:00 PM,I will be interviewed by @TheBrodyFile on @CBNNews tonight at 11pm. Enjoy!,19606,11014,66860
01/29/17,11:28:00 PM,Statement Regarding Recent Executive Order Concerning Extreme Vetting: https://t.co/f6JO60I0Ul,13082,16705,68242
01/29/17,9:49:00 PM,"...Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.",46776,41861,167722
01/29/17,9:45:00 PM,The joint statement of former presidential candidates John McCain &amp; Lindsey Graham is wrong - they are sadly weak on immigration. The two...,25093,23528,105992
01/29/17,3:03:00 PM,Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!,52724,58762,221061
01/29/17,1:08:00 PM,"Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!",62905,49808,215895
01/29/17,1:00:00 PM,Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity!,36138,22042,110460
01/28/17,3:42:00 PM,"Today, we remember the crew of the Space Shuttle Challenger, 31 years later. #NeverForget https://t.co/OhshQsFRfl",15088,32317,168220
01/28/17,1:16:00 PM,"...dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST",34924,15849,104063
01/28/17,1:08:00 PM,Thr coverage about me in the @nytimes and the @washingtonpost gas been so false and angry that the times actually apologized to its.....,21663,13543,78410
01/28/17,1:04:00 PM,"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",30574,20520,107885
01/27/17,11:46:00 PM,I promise that our administration will ALWAYS have your back. We will ALWAYS be with you! https://t.co/D0aOWhOH4X,35344,28707,147512
01/27/17,10:00:00 PM,Congratulations Secretary Mattis! https://t.co/mkuhbegzqS,6438,18846,110432
01/27/17,8:20:00 PM,Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk,10845,10626,57132
01/27/17,4:30:00 PM,.@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! https://t.co/1jb53SEGV4,9694,15891,87518
01/27/17,4:27:00 PM,The #MarchForLife is so important. To all of you marching --- you have my full support!,18628,44850,182813
01/27/17,1:19:00 PM,"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits &amp; little help on the very weak border must change, NOW!",30115,30257,158769
01/27/17,1:12:00 PM,"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",31085,17156,87523
01/26/17,11:53:00 PM,Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! https://t.co/MtPvaDC4jM,16105,24604,111151
01/26/17,11:45:00 PM,Will be interviewed by @SeanHannity on @FoxNews at 10:00pm tonight. Enjoy!,16245,10565,72647
01/26/17,7:21:00 PM,"Spoke at the Congressional @GOP Retreat in Philadelphia, PA. this afternoon w/ @VP, @SenateMajLdr, @SpeakerRyan. Thank you for your support! https://t.co/DEv2DnksDc",11322,11268,71619
01/26/17,1:55:00 PM,"of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.",39573,27833,114167
01/26/17,1:51:00 PM,The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers...,12765,25611,105485
01/26/17,11:04:00 AM,"Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!",24797,27734,126956
01/26/17,2:48:00 AM,Interview with David Muir of @ABC News in 10 minutes. Enjoy!,14323,6464,53129
01/26/17,2:45:00 AM,"""@romoabcnews: .@DavidMuir first @POTUS interview since taking office.  Tonight on @ABCWorldNews @ABC2020 tonight. https://t.co/I4Vz1mRdBK""",4916,6401,44359
01/26/17,2:14:00 AM,"As your President, I have no higher duty than to protect the lives of the American people. https://t.co/o7YNUNwb8f",27223,28920,150620
01/26/17,12:03:00 AM,"Beginning today, the United States of America gets back control of its borders. Full speech from today @DHSgov: https://t.co/CXn2u87Vv6 https://t.co/48iZam5Fai",16184,22871,108540
01/25/17,10:05:00 PM,I will be interviewed by @DavidMuir tonight at 10 o'clock on @ABC. Will be my first interview from the White House. Enjoy! https://t.co/okiZ8ZeDgz,14618,12339,75106
01/25/17,12:17:00 PM,I will be making my Supreme Court pick on Thursday of next week.Thank you!,19106,21467,130595
01/25/17,12:13:00 PM,"even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",25378,18721,105873
01/25/17,12:10:00 PM,"I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and....",44167,25900,128270
01/25/17,2:37:00 AM,"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",41088,53163,191426
01/25/17,2:25:00 AM,"If Chicago doesn't fix the horrible ""carnage"" going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!",40042,55380,206768
01/25/17,2:16:00 AM,Congratulations to @FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @CNN - public is smart!,33720,31753,160739
01/25/17,12:46:00 AM,Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. https://t.co/T0eIgO6LP8,8348,18542,99884
01/24/17,5:49:00 PM,Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Office. https://t.co/OErGmbBvYK,39372,25439,130401
01/24/17,5:04:00 PM,"Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together, we will #MAGA! https://t.co/OXdiLOkGsZ",8344,16196,98509
01/24/17,4:58:00 PM,A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas! https://t.co/Uzp0ivvRp0,26567,20757,108199
01/24/17,11:11:00 AM,Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!,17205,23522,153242
01/23/17,11:38:00 AM,Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.,26338,26519,175962
01/22/17,2:23:00 PM,"Peaceful protests are a hallmark of our democracy. Even if I don't always agree, I recognize the rights of people to express their views.",51038,89489,395068
01/22/17,12:51:00 PM,"Wow, television ratings just out: 31 million people watched the Inauguration, 11 million more than the very good ratings from 4 years ago!",56947,39636,215267
01/22/17,12:47:00 PM,Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly.,60839,45152,210836
01/22/17,12:35:00 PM,"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",20604,16750,126320
01/21/17,11:54:00 PM,"RT @WhiteHouse: ""Do not allow anyone to tell you that it cannot be done. No challenge can match the HEART and FIGHT and SPIRIT of America.""  _",14984,27740,124899
01/21/17,11:53:00 AM,A fantastic day and evening in Washington D.C.Thank you to @FoxNews and so many other news outlets for the GREAT reviews of the speech!,24359,23131,175856
01/21/17,4:56:00 AM,"THANK YOU for another wonderful evening in Washington, D.C. TOGETHER, we will MAKE AMERICA GREAT AGAIN_   _    https://t.co/V3aoj9RUh4",28856,51915,287148
01/20/17,6:00:00 PM,"So to all Americans, in every city near and far, small and large, from mountain to mountain...https://t.co/cZKkrGXLSi",7335,13914,85546
01/20/17,5:58:00 PM,It is time to remember that...https://t.co/ZKyOiOor62,3530,9044,58227
01/20/17,5:54:00 PM,"The forgotten men and women of our country will be forgotten no longer. From this moment on, it _s going to be #AmericaFirst_   _   ",6931,34501,146461
01/20/17,5:54:00 PM,We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!,12635,37019,171981
01/20/17,5:53:00 PM,"January 20th 2017, will be remembered as the day the people became the rulers of this nation again.",15017,59838,216267
01/20/17,5:52:00 PM,"What truly matters is not which party controls our government, but whether our government is controlled by the people.",9203,42314,178538
01/20/17,5:51:00 PM,"Today we are not merely transferring power from one Administration to another, or from one party to another     but we are transferring...",5709,19892,108450
01/20/17,5:51:00 PM,"power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay",5642,18145,90077
01/20/17,12:31:00 PM,It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!,32268,69630,265729
01/20/17,4:24:00 AM,"Thank you for a wonderful evening in Washington, D.C. #Inauguration https://t.co/a6xpFQTHj5",10065,20573,111614
01/20/17,12:40:00 AM,"Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together, we are going to MAKE AMERICA GREAT AGAIN! https://t.co/5d774OCx5o",17189,33876,164334
01/19/17,8:18:00 PM,Great Concert at 4:00 P.M. today at Lincoln Memorial. Enjoy!,5545,8303,64636
01/19/17,8:13:00 PM,On my way! #Inauguration2017 https://t.co/hOuMbxGnpe,5558,8801,55808
01/19/17,1:02:00 PM,"the American people. I have no doubt that we will, together, MAKE AMERICA GREAT AGAIN!",20081,38393,158118
01/19/17,1:00:00 PM,"Getting ready to leave for Washington, D.C. The journey begins and I will be working and fighting very hard to make it a great journey for..",12633,25389,148401
01/19/17,12:52:00 PM,"""It wasn't Donald Trump that divided this country, this country has been divided for a long time!"" Stated today by Reverend Franklin Graham.",15307,27558,123803
01/19/17,4:01:00 AM,Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C. #Heroes https://t.co/YEkyhJ8B5C https://t.co/wFXlWQ0XRr,5627,16203,81217
01/19/17,1:54:00 AM,Great seeing @TheLeeGreenwood  and Kimberly at this evenings VP dinner! #GodBlessTheUSA https://t.co/SxVmaWvOFT,5383,10024,64083
01/18/17,10:21:00 PM,"Looking forward to a speedy recovery for George and Barbara Bush, both hospitalized. Thank you for your wonderful letter!",7560,20955,134418
01/18/17,5:33:00 PM,"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday. #Inauguration https://t.co/S701FdTCQu",34073,20804,106135
01/18/17,2:03:00 PM,.@TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!,4896,11278,65033
01/18/17,1:06:00 PM,No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!,13065,10524,56496
01/18/17,1:00:00 PM,"""Bayer AG has pledged to add U.S. jobs and investments after meeting with President-elect Donald Trump, the latest in a string..."" @WSJ",4771,11877,57400
01/18/17,12:44:00 PM,"to the U.S., but had nothing to do with TRUMP, is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me!",13923,11408,57004
